FORWARD_TEXT_FORMAT_1.0
STDEP =   290.0000
ENDEP =  2716.0000
RLEV  =     0.1250
CURVENAME =  RT, RI, RXO, CALI, AC, GR, DEN, CNL, R025, RA2, BZSP, R2M, SP
END
#DEPTH            RT         RI        RXO       CALI         AC         GR        DEN        CNL       R025        RA2       BZSP        R2M         SP
2065.0000       6.775      6.220      9.007    -42.423     97.139     12.681     12.140      2.579      2.798      3.576    -25.931      3.576    -25.931
2065.1250       6.726      6.153      8.907    -42.479     97.943     12.557     12.125      2.584      2.829      3.465    -25.748      3.465    -25.748
2065.2500       6.666      5.998      8.569    -42.495     96.057     12.554     12.125      2.588      2.863      3.388    -25.577      3.388    -25.577
2065.3750       6.435      5.815      9.107    -42.470     98.724     12.676     12.125      2.589      2.902      3.339    -25.411      3.339    -25.411
2065.5000       6.331      5.721      8.790    -42.270     95.838     12.556     12.125      2.584      2.947      3.303    -25.260      3.303    -25.260
2065.6250       6.209      5.627      8.904    -42.047     96.360     12.423     12.125      2.590      2.994      3.284    -25.132      3.284    -25.132
2065.7500       6.138      5.567      9.082    -41.884     97.807     12.373     12.128      2.594      3.029      3.287    -25.016      3.287    -25.016
2065.8750       6.145      5.571      9.156    -41.718     98.955     12.389     12.131      2.596      3.044      3.298    -24.911      3.298    -24.911
2066.0000       6.218      5.657      9.175    -41.415    100.321     12.381     12.125      2.607      3.048      3.289    -24.824      3.289    -24.824
2066.1250       6.399      5.817      9.117    -41.159    104.680     12.355     12.125      2.602      3.051      3.260    -24.769      3.260    -24.769
2066.2500       6.498      5.928      9.115    -41.036    103.957     12.418     12.136      2.602      3.057      3.221    -24.729      3.221    -24.729
2066.3750       6.548      5.985      9.267    -40.917    106.573     12.458     12.136      2.602      3.072      3.191    -24.717      3.191    -24.717
2066.5000       6.562      6.011      9.448    -40.833    108.250     12.466     12.141      2.604      3.094      3.188    -24.720      3.188    -24.720
2066.6250       6.549      6.020      9.547    -40.813    106.050     12.449     12.171      2.609      3.115      3.219    -24.746      3.219    -24.746
2066.7500       6.509      5.993      9.586    -40.813    104.820     12.391     12.242      2.607      3.136      3.263    -24.803      3.263    -24.803
2066.8750       6.467      5.988      9.357    -40.787    101.816     12.346     12.249      2.602      3.149      3.297    -24.902      3.297    -24.902
2067.0000       6.519      6.040      9.349    -40.742     99.542     12.277     12.240      2.601      3.158      3.330    -25.035      3.330    -25.035
2067.1250       6.598      6.139      9.507    -40.705     99.674     12.221     12.241      2.604      3.145      3.371    -25.176      3.371    -25.176
2067.2500       6.669      6.240      9.388    -40.670    101.314     12.189     12.241      2.608      3.110      3.399    -25.327      3.399    -25.327
2067.3750       6.715      6.286      8.702    -40.631    102.614     12.174     12.217      2.605      3.058      3.383    -25.471      3.383    -25.471
2067.5000       6.692      6.253      9.036    -40.682    105.229     12.193     12.197      2.602      2.996      3.331    -25.602      3.331    -25.602
2067.6250       6.405      6.026      9.013    -40.733    105.500     12.224     12.207      2.599      2.903      3.218    -25.760      3.218    -25.760
2067.7500       6.107      5.778      8.966    -40.680    106.195     12.221     12.224      2.598      2.881      3.189    -25.797      3.189    -25.797
2067.8750       5.898      5.592      8.972    -40.613    106.868     12.211     12.217      2.598      2.844      3.149    -25.837      3.149    -25.837
2068.0000       5.798      5.495      9.019    -40.606    107.075     12.212     12.181      2.598      2.816      3.128    -25.843      3.128    -25.843
2068.1250       5.750      5.453      9.031    -40.657    107.100     12.219     12.157      2.603      2.806      3.101    -25.817      3.101    -25.817
2068.2500       5.805      5.551      9.038    -40.682    105.818     12.212     12.189      2.596      2.801      3.061    -25.760      3.061    -25.760
2068.3750       5.920      5.705      8.793    -40.667    104.741     12.206     12.221      2.597      2.800      3.027    -25.672      3.027    -25.672
2068.5000       5.964      5.769      8.586    -40.656    104.223     12.203     12.216      2.595      2.802      3.007    -25.556      3.007    -25.556
2068.6250       5.953      5.778      8.640    -40.647    103.026     12.203     12.207      2.597      2.809      2.994    -25.412      2.994    -25.412
2068.7500       5.975      5.832      8.970    -40.651    100.200     12.203     12.234      2.605      2.815      2.985    -25.236      2.985    -25.236
2068.8750       6.119      5.956      8.976    -40.830     98.559     12.203     12.234      2.602      2.822      2.980    -25.007      2.980    -25.007
2069.0000       6.164      6.017      8.929    -41.034     98.485     12.203     12.234      2.608      2.827      2.976    -24.735      2.976    -24.735
2069.1250       6.156      6.051      8.978    -41.203    100.168     12.239     12.239      2.607      2.831      2.965    -24.423      2.965    -24.423
2069.2500       6.180      6.082      9.023    -41.343    103.958     12.328     12.245      2.607      2.836      2.937    -24.070      2.937    -24.070
2069.3750       6.243      6.117      9.022    -41.478    107.943     12.381     12.250      2.608      2.849      2.894    -23.643      2.894    -23.643
2069.5000       6.260      6.144      9.005    -41.631    108.050     12.234     12.251      2.605      2.877      2.861    -23.131      2.861    -23.131
2069.6250       6.267      6.140      8.780    -41.759    105.127     12.234     12.263      2.602      2.910      2.838    -22.536      2.838    -22.536
2069.7500       6.312      6.185      9.391    -41.930    102.629     12.240     12.234      2.606      2.952      2.814    -21.850      2.814    -21.850
2069.8750       6.365      6.241      9.672    -42.125    102.375     12.238     12.223      2.603      3.009      2.782    -21.079      2.782    -21.079
2070.0000       6.404      6.291      9.481    -42.320    104.565     12.229     12.212      2.602      3.087      2.760    -20.221      2.760    -20.221
2070.1250       6.434      6.334      9.128    -42.491    107.662     12.219     12.172      2.611      3.186      2.760    -19.289      2.760    -19.289
2070.2500       6.508      6.408      9.148    -42.619    107.149     12.219     12.127      2.609      3.307      2.793    -18.281      2.793    -18.281
2070.3750       6.557      6.491      9.515    -42.625    107.565     12.231     12.131      2.612      3.457      2.871    -17.238      2.871    -17.238
2070.5000       6.563      6.506      9.894    -42.756    105.740     12.234     12.128      2.606      3.638      2.984    -16.207      2.984    -16.207
2070.6250       6.519      6.492      9.913    -42.844    104.359     12.234     12.125      2.603      3.847      3.141    -15.213      3.141    -15.213
2070.7500       6.472      6.469      9.574    -42.844    103.664     12.234     12.123      2.608      4.071      3.357    -14.292      3.357    -14.292
2070.8750       6.477      6.419      9.201    -42.846    101.938     12.234     12.116      2.613      4.265      3.613    -13.480      3.613    -13.480
2071.0000       6.301      6.260      8.970    -42.871    103.630     12.234     12.096      2.620      4.378      3.841    -12.788      3.841    -12.788
2071.1250       6.107      6.061      9.497    -42.853    102.734     12.234     12.083      2.621      4.389      4.006    -12.219      4.006    -12.219
2071.2500       5.870      5.842      9.547    -42.746    100.977     12.226     12.094      2.622      4.325      4.106    -11.791      4.106    -11.791
2071.3750       5.639      5.644      8.936    -42.731    101.034     12.224     12.107      2.625      4.242      4.144    -11.504      4.144    -11.504
2071.5000       5.469      5.494      8.119    -42.875    104.213     12.232     12.112      2.628      4.184      4.135    -11.331      4.135    -11.331
2071.6250       5.380      5.381      8.247    -42.875    108.418     12.219     12.163      2.630      4.161      4.116    -11.267      4.116    -11.267
2071.7500       5.324      5.364      8.401    -42.950    113.107     12.219     12.139      2.631      4.168      4.141    -11.291      4.141    -11.291
2071.8750       5.311      5.384      8.360    -43.027    113.395     12.228     12.152      2.629      4.188      4.294    -11.435      4.294    -11.435
2072.0000       5.334      5.414      8.212    -43.063    111.907     12.234     12.161      2.627      4.206      4.500    -11.627      4.500    -11.627
2072.1250       5.337      5.415      8.158    -43.071    109.505     12.234     12.150      2.625      4.209      4.599    -11.727      4.599    -11.727
2072.2500       5.266      5.361      8.385    -43.099    106.120     12.234     12.135      2.624      4.210      4.751    -11.889      4.751    -11.889
2072.3750       5.261      5.321      8.635    -43.150    105.453     12.234     12.154      2.621      4.198      4.898    -12.043      4.898    -12.043
2072.5000       5.279      5.364      8.664    -43.247    104.470     12.234     12.168      2.619      4.178      5.030    -12.154      5.030    -12.154
2072.6250       5.286      5.369      8.609    -43.315    104.500     12.239     12.151      2.616      4.166      5.110    -12.206      5.110    -12.206
2072.7500       5.277      5.362      8.537    -43.344    103.671     12.242     12.153      2.617      4.162      5.135    -12.188      5.135    -12.188
2072.8750       5.283      5.378      8.481    -43.344    102.137     12.249     12.170      2.623      4.139      5.222    -12.044      5.222    -12.044
2073.0000       5.366      5.429      8.429    -43.344    104.133     12.281     12.094      2.624      4.091      5.381    -11.834      5.381    -11.834
2073.1250       5.300      5.384      8.378    -43.421    105.518     12.268     12.087      2.626      4.073      5.456    -11.701      5.456    -11.701
2073.2500       5.302      5.403      8.135    -43.498    106.983     12.261     12.111      2.629      4.062      5.529    -11.456      5.529    -11.456
