FORWARD_TEXT_FORMAT_1.0
STDEP =   288.0000
ENDEP =  2717.0000
RLEV  =     0.1250
CURVENAME =  AC, RT, RI, RXO, CALI, DEN, CNL, GR, SP, RA2, R2M, R025, BZSP
END
#DEPTH            AC         RT         RI        RXO       CALI        DEN        CNL         GR         SP        RA2        R2M       R025       BZSP
 315.2500      10.407      6.771      5.344      0.000      9.404    -32.375      0.000      0.000      6.326      6.001      6.001      3.408      6.326
 315.3750      10.126      6.556      5.556      0.000      9.805    -32.325      0.000      0.000      6.338      5.982      5.982      3.406      6.338
 315.5000       9.414      6.114      3.946      0.000     10.296    -32.172      0.000      0.000      6.339      5.925      5.925      3.409      6.339
 315.6250       8.382      5.547      2.325      0.000     11.039    -32.018      0.000      0.000      6.344      5.837      5.837      3.414      6.344
 315.7500       7.943      5.277      1.860      0.000     11.623    -32.317      0.000      0.000      6.344      5.722      5.722      3.412      6.344
 315.8750       7.577      5.057      2.310      0.000     11.753    -32.506      0.000      0.000      6.338      5.595      5.595      3.393      6.338
 316.0000       7.458      5.012      2.851      0.000     11.692    -32.471      0.000      0.000      6.333      5.482      5.482      3.385      6.333
 316.1250       7.641      5.159      2.835      0.000     11.756    -32.231      0.000      0.000      6.289      5.414      5.414      3.355      6.289
 316.2500       7.799      5.251      2.197      0.000     12.115    -31.875      0.000      0.000      6.259      5.424      5.424      3.329      6.259
 316.3750       7.813      5.197      3.134      0.000     10.878    -31.927      0.000      0.000      6.204      5.528      5.528      3.352      6.204
 316.5000       8.288      5.453      3.408      0.000     10.359    -31.938      0.000      0.000      6.194      5.728      5.728      3.359      6.194
 316.6250       8.634      5.712      3.171      0.000     10.179    -32.142      0.000      0.000      6.130      5.967      5.967      3.391      6.130
 316.7500       8.802      5.867      3.002      0.000     10.090    -32.393      0.000      0.000      6.094      6.182      6.182      3.400      6.094
 316.8750       9.012      5.969      3.235      0.000      9.967    -32.464      0.000      0.000      6.015      6.312      6.312      3.379      6.015
 317.0000       9.318      6.292      2.193      0.000      9.832    -32.669      0.000      0.000      6.004      6.312      6.312      3.378      6.004
 317.1250       8.778      5.929      2.712      0.000      9.785    -32.594      0.000      0.000      5.926      6.233      6.233      3.414      5.926
 317.2500       8.130      5.482      3.686      0.000      9.703    -32.527      0.000      0.000      5.880      6.122      6.122      3.451      5.880
 317.3750       7.613      5.128      3.841      0.000      9.618    -32.670      0.000      0.000      5.771      6.022      6.022      3.466      5.771
 317.5000       7.253      4.891      3.166      0.000      9.561    -33.068      0.000      0.000      5.758      5.961      5.961      3.457      5.758
 317.6250       6.903      4.684      3.173      0.000      9.521    -33.568      0.000      0.000      5.682      5.933      5.933      3.408      5.682
 317.7500       7.129      4.752      3.198      0.000      9.464    -33.722      0.000      0.000      5.643      5.919      5.919      3.386      5.643
 317.8750       7.476      4.945      3.329      0.000      9.453    -33.750      0.000      0.000      5.618      5.907      5.907      3.394      5.618
 318.0000       7.864      5.208      3.961      0.000      9.419    -33.567      0.000      0.000      5.597      5.899      5.899      3.396      5.597
 318.1250       8.095      5.379      4.537      0.000      9.383    -33.413      0.000      0.000      5.588      5.897      5.897      3.409      5.588
 318.2500       8.019      5.331      4.566      0.000      9.380    -33.516      0.000      0.000      5.588      5.895      5.895      3.423      5.588
 318.3750       7.760      5.164      5.066      0.000      9.361    -33.619      0.000      0.000      5.606      5.893      5.893      3.450      5.606
 318.5000       7.572      5.084      4.202      0.000      9.365    -33.673      0.000      0.000      5.612      5.910      5.910      3.465      5.612
 318.6250       7.335      4.957      3.850      0.000      9.372    -33.798      0.000      0.000      5.655      5.967      5.967      3.539      5.655
 318.7500       7.171      4.863      3.994      0.000      9.356    -33.926      0.000      0.000      5.679      6.072      6.072      3.566      5.679
 318.8750       7.186      4.880      4.310      0.000      9.321    -34.014      0.000      0.000      5.710      6.197      6.197      3.516      5.710
 319.0000       7.410      5.034      4.394      0.000      9.294    -34.081      0.000      0.000      5.719      6.282      6.282      3.513      5.719
 319.1250       7.584      5.167      4.381      0.000      9.242    -34.389      0.000      0.000      5.771      6.307      6.307      3.513      5.771
 319.2500       7.645      5.194      4.054      0.000      9.202    -34.481      0.000      0.000      5.795      6.309      6.309      3.523      5.795
 319.3750       7.735      5.241      4.053      0.000      9.168    -34.308      0.000      0.000      5.850      6.354      6.354      3.502      5.850
 319.5000       7.896      5.350      4.124      0.000      9.125    -34.042      0.000      0.000      5.853      6.488      6.488      3.501      5.853
 319.6250       8.082      5.493      3.992      0.000      9.078    -33.885      0.000      0.000      5.881      6.648      6.648      3.464      5.881
 319.7500       8.129      5.533      4.015      0.000      9.078    -33.936      0.000      0.000      5.899      6.741      6.741      3.429      5.899
 319.8750       8.347      5.665      4.360      0.000      9.078    -34.086      0.000      0.000      5.929      6.706      6.706      3.355      5.929
 320.0000       8.607      5.831      4.504      0.000      9.078    -34.468      0.000      0.000      5.955      6.556      6.556      3.339      5.955
 320.1250       8.781      5.965      4.531      0.000      9.078    -34.795      0.000      0.000      5.978      6.420      6.420      3.345      5.978
 320.2500       8.851      6.044      4.536      0.000      9.082    -35.063      0.000      0.000      5.996      6.400      6.400      3.324      5.996
 320.3750       8.881      6.082      4.589      0.000      9.095    -35.442      0.000      0.000      6.027      6.533      6.533      3.201      6.027
 320.5000       8.832      6.077      4.628      0.000      9.115    -35.493      0.000      0.000      6.031      6.781      6.781      3.210      6.031
 320.6250       8.663      5.971      4.650      0.000      9.112    -35.188      0.000      0.000      6.070      7.022      7.022      3.328      6.070
 320.7500       8.507      5.941      4.352      0.000      9.109    -34.929      0.000      0.000      6.094      7.183      7.183      3.419      6.094
 320.8750       8.360      5.966      4.144      0.000      9.096    -34.746      0.000      0.000      6.112      7.242      7.242      3.592      6.112
 321.0000       8.244      6.008      4.251      0.000      9.068    -34.603      0.000      0.000      6.112      7.219      7.219      3.616      6.112
 321.1250       8.276      6.086      4.258      0.000      9.055    -34.501      0.000      0.000      6.112      7.178      7.178      3.741      6.112
 321.2500       8.232      6.135      4.337      0.000      9.055    -34.500      0.000      0.000      6.112      7.148      7.148      3.794      6.112
 321.3750       8.252      6.247      4.323      0.000      9.065    -34.341      0.000      0.000      6.088      7.137      7.137      3.781      6.088
 321.5000       8.381      6.443      4.415      0.000      9.070    -34.193      0.000      0.000      6.082      7.145      7.145      3.778      6.082
 321.6250       8.536      6.674      4.516      0.000      9.077    -34.056      0.000      0.000      6.029      7.173      7.173      3.756      6.029
 321.7500       8.591      6.853      4.414      0.000      9.099    -33.821      0.000      0.000      5.996      7.236      7.236      3.743      5.996
 321.8750       8.568      6.886      4.244      0.000      9.144    -33.359      0.000      0.000      5.929      7.334      7.334      3.707      5.929
 322.0000       8.454      6.840      4.189      0.000      9.206    -33.266      0.000      0.000      5.921      7.436      7.436      3.700      5.921
 322.1250       8.294      6.739      4.141      0.000      9.279    -33.042      0.000      0.000      5.868      7.491      7.491      3.658      5.868
 322.2500       8.141      6.626      4.124      0.000      9.344    -32.734      0.000      0.000      5.838      7.472      7.472      3.636      5.838
 322.3750       8.241      6.682      4.219      0.000      9.394    -32.500      0.000      0.000      5.801      7.398      7.398      3.606      5.801
 322.5000       9.090      7.267      4.544      0.000      9.438    -32.506      0.000      0.000      5.795      7.330      7.330      3.601      5.795
 322.6250      11.636      9.041      4.599      0.000      9.457    -32.814      0.000      0.000      5.767      7.335      7.335      3.568      5.767
 322.7500      15.804     11.899      5.497      0.000      9.471    -32.670      0.000      0.000      5.735      7.446      7.446      3.523      5.735
 322.8750      23.577     17.176     11.233      0.000      9.469    -32.473      0.000      0.000      5.703      7.648      7.648      3.470      5.703
 323.0000      37.186     26.850     17.550      0.000      9.463    -32.375      0.000      0.000      5.685      7.873      7.873      3.374      5.685
 323.1250      55.722     40.952     19.271      0.000      9.463    -32.404      0.000      0.000      5.673      8.031      8.031      3.340      5.673
 323.2500      66.881     51.802     22.271      0.000      9.425    -32.609      0.000      0.000      5.661      8.086      8.086      3.307      5.661
 323.3750      70.624     56.003     24.656      0.000      9.428    -32.909      0.000      0.000      5.636      8.051      8.051      3.291      5.636
 323.5000      66.136     53.740     26.193      0.000      9.434    -33.289      0.000      0.000      5.606      7.966      7.966      3.279      5.606
 323.6250      60.769     49.794     24.842      0.000      9.431    -33.600      0.000      0.000      5.600      7.877      7.877      3.280      5.600
 323.7500      56.127     45.644     22.335      0.000      9.406    -33.764      0.000      0.000      5.594      7.786      7.786      3.282      5.594
 323.8750      46.370     38.220     23.899      0.000      9.347    -33.792      0.000      0.000      5.587      7.680      7.680      3.287      5.587
 324.0000      28.273     22.679     22.476      0.000      9.244    -33.382      0.000      0.000      5.551      7.574      7.574      3.305      5.551
 324.1250      18.656     14.810     23.714      0.000      9.168    -33.142      0.000      0.000      5.536      7.504      7.504      3.317      5.536
 324.2500      13.245     10.623     14.863      0.000      9.102    -33.031      0.000      0.000      5.521      7.482      7.482      3.329      5.521
 324.3750      10.058      8.239      4.979      0.000      9.050    -32.960      0.000      0.000      5.521      7.497      7.497      3.336      5.521
